bak;uunissa paistettu;fi
boil;keitetty;fi
boildr;keitetty, valutettu;fi
cann;säilötty;fi
drie;kuivattu;fi
frie;paistettu;fi
froz;pakastettu;fi
gril;grillattu;fi
ind;teollinen;fi
mash;soseutettu;fi
mix;sekoitettu;fi
raw;käsittelemätön tai tuore;fi
roas;paahdettu;fi
salt;suolattu;fi
semi;puolivalmiste;fi
smok;savustettu;fi
sour;hapatettu;fi
x;määrittelemätön;fi
