a;viranomaisen dokumentti;fi
c;tieteellinen julkaisu, ei-vertaisarvioitu;fi
d;riippumaton laboratorio;fi
e;muu tietolähde;fi
f;elintarvikekoostumustaulukko;fi
i;teollisuuden laboratorio;fi
l;tuoteseloste, tuotetiedote;fi
o;thl:n oma laboratorio;fi
p;tieteellinen julkaisu, vertaisarvioitu (peer reviewed);fi
s;thl:n tuottama;fi
x;ei tiedossa;fi
